truth,estimate,class_prob
no,no,0.05970307067036629
yes,yes,0.6277445554733276
yes,yes,0.718889057636261
no,no,0.43952614068984985
no,no,0.154074564576149
no,no,0.4586663842201233
yes,no,0.2875092029571533
no,no,0.015176927670836449
no,no,0.11938105523586273
no,yes,0.6593809127807617
no,yes,0.6385519504547119
no,no,0.05088014155626297
yes,no,0.4180936813354492
no,no,0.012628433294594288
no,no,0.02314957231283188
yes,no,0.4316009283065796
no,no,0.021270550787448883
no,no,0.32253071665763855
no,no,0.09934176504611969
no,no,0.001590418629348278
no,no,0.0037691504694521427
no,no,0.005230565555393696
no,no,0.013642564415931702
no,no,0.014653798192739487
no,no,0.07589106261730194
no,no,0.01057382021099329
no,no,0.19306708872318268
yes,no,0.2123505175113678
no,no,0.11864694952964783
no,no,0.2307981550693512
yes,yes,0.5311276912689209
no,no,0.036539752036333084
yes,yes,0.652521550655365
no,no,0.07245633006095886
no,no,0.09152370691299438
yes,yes,0.5336878895759583
yes,yes,0.6749494671821594
no,no,0.030880527570843697
no,no,0.23251821100711823
no,no,0.008111154660582542
no,no,0.004450812935829163
no,no,0.18407857418060303
no,yes,0.5564303398132324
yes,yes,0.6169213056564331
no,no,0.068702593445777893
no,no,0.004987380933016539
yes,no,0.2923034429550171
no,no,0.03339703008532524
no,no,0.08132759481668472
no,no,0.2434655725955963
no,no,0.013715337961912155
no,no,0.05342360585927963
no,no,0.0025414833799004555
no,no,0.08269134163856506
yes,no,0.15675553679466248
yes,no,0.41230741143226624
no,no,0.004596921615302563
no,no,0.04608741030097008
yes,yes,0.8453524112701416
no,yes,0.6065077781677246
no,no,0.05547839775681496
no,no,0.02052357979118824
no,no,0.20319290459156036
no,no,0.04212624207139015
yes,no,0.04153710976243019
no,yes,0.6670316457748413
yes,no,0.1351432502269745
yes,yes,0.7208195924758911
yes,yes,0.576060950756073
no,no,0.18796566128730774
no,no,0.1406286358833313
yes,no,0.39457935094833374
no,yes,0.60718834400177
yes,no,0.45003852248191833
no,no,0.018688445910811424
no,no,0.12450570613145828
no,no,0.069451704621315
yes,no,0.10928191244602203
no,no,0.20810413360595703
yes,yes,0.7261143326759338
no,no,0.2604110836982727
no,yes,0.5777300000190735
no,no,0.42898184061050415
no,yes,0.5075506567955017
yes,yes,0.5466349720954895
no,no,0.05458347871899605
no,no,0.07716050744056702
no,no,0.19299493730068207
no,no,0.04997209087014198
no,no,0.03088173270225525
no,no,0.19855044782161713
no,no,0.1776420921087265
yes,no,0.25095227360725403
no,no,0.023423856124281883
no,no,0.3509809076786041
yes,yes,0.74272620677948
no,no,0.04361104592680931
yes,yes,0.8451849818229675
no,no,0.388591468334198
no,no,0.031969163566827774
no,no,0.011379574425518513
yes,yes,0.5523614883422852
no,no,0.10565260052680969
yes,yes,0.5278522372245789
no,no,0.05450345203280449
no,no,0.12269725650548935
no,no,0.4311792254447937
no,no,0.035389166325330734
no,no,0.1673988252878189
yes,no,0.2587004601955414
no,no,0.02263607829809189
no,no,0.45679065585136414
no,no,0.11179489642381668
yes,no,0.20559920370578766
no,yes,0.6076070666313171
no,no,0.12271271646022797
no,no,0.0019724578596651554
no,no,0.026025520637631416
no,no,0.004012569785118103
no,no,0.26434680819511414
yes,no,0.14939646422863007
no,no,0.012542009353637695
no,yes,0.5581932663917542
no,no,0.30024853348731995
no,no,0.01975949853658676
yes,yes,0.6256648302078247
no,no,0.0018447820330038667
yes,no,0.3694375455379486
no,no,0.29159972071647644
no,no,0.2288987934589386
no,no,0.12125036865472794
yes,yes,0.5257604122161865
no,no,0.03223235160112381
no,no,0.1738441288471222
no,no,0.0804031491279602
no,no,0.015443196520209312
no,no,0.46962422132492065
no,no,0.054442960768938065
yes,yes,0.5588171482086182
yes,yes,0.5977318286895752
no,no,0.4235951006412506
yes,no,0.2491806298494339
yes,no,0.2503480315208435
yes,yes,0.5062033534049988
no,no,0.45836377143859863
no,no,0.20267121493816376
no,no,0.1981673240661621
no,no,0.2006373554468155
no,no,0.08766114711761475
no,no,0.23218931257724762
no,yes,0.7309299111366272
no,no,0.017529599368572235
yes,no,0.126600980758667
yes,no,0.23384347558021545
no,yes,0.842467725276947
no,no,0.025608928874135017
no,no,0.28989097476005554
no,no,0.4235546886920929
no,no,0.01737651228904724
no,no,0.16127228736877441
no,no,0.005302551202476025
no,yes,0.5073364973068237
no,no,0.004859515465795994
yes,yes,0.7057191133499146
no,no,0.021289151161909103
no,no,0.0864613950252533
no,no,0.003139655338600278
yes,no,0.22698263823986053
no,no,0.008861478418111801
no,no,0.22691698372364044
no,no,0.0071581508964300156
no,no,0.09773673862218857
yes,yes,0.6496750116348267
no,no,0.02466922625899315
no,no,0.4819916784763336
yes,no,0.3166654706001282
no,no,0.03604955971240997
no,no,0.25399503111839294
no,no,0.004759338218718767
yes,no,0.2412644922733307
no,no,0.3955821394920349
no,no,0.00290481885895133
yes,yes,0.5337474942207336
no,no,0.017352906987071037
no,no,0.03266381472349167
no,no,0.0366600826382637
no,no,0.07314124703407288
no,no,0.13638125360012054
yes,yes,0.860396146774292
no,no,0.01971319317817688
no,no,0.011764015071094036
no,no,0.3197832703590393
no,no,0.11814405769109726
no,no,0.21366754174232483
no,no,0.426321417093277
yes,yes,0.6012846231460571
no,no,0.2826695442199707
no,no,0.004757506772875786
no,no,0.4656221568584442
no,no,0.37151849269866943
no,yes,0.5231884121894836
yes,yes,0.5775898694992065
no,no,0.3839471638202667
no,no,0.0768107920885086
no,no,0.19653888046741486
yes,yes,0.7407271862030029
no,no,0.002925639506429434
no,no,0.11030859500169754
no,no,0.039264533668756485
no,yes,0.6935997605323792
no,no,0.005558890290558338
no,no,0.019799184054136276
no,no,0.26954007148742676
no,no,0.0018446180038154125
yes,no,0.07908599078655243
yes,no,0.2503182291984558
no,no,0.011317824944853783
no,yes,0.6095606088638306
no,no,0.1723225861787796
yes,no,0.4060026705265045
yes,no,0.4116250276565552
yes,yes,0.6692750453948975
no,no,0.29638129472732544
no,no,0.040176015347242355
no,no,0.07026094198226929
no,yes,0.5923642516136169
no,yes,0.638804018497467
no,no,0.15914006531238556
no,no,0.0343339703977108
no,yes,0.5106013417243958
no,yes,0.7161900997161865
no,no,0.33730068802833557
yes,no,0.19331268966197968
no,no,0.1232820674777031
no,yes,0.5867615342140198
yes,yes,0.5213183760643005
no,no,0.0024271714501082897
no,no,0.029854295775294304
no,no,0.14088773727416992
no,no,0.005046795587986708
yes,yes,0.7569514513015747
yes,yes,0.7392337918281555
yes,no,0.20069535076618195
no,no,0.02480749785900116
no,no,0.026531390845775604
no,no,0.03181103989481926
no,no,0.014902478083968163
no,no,0.19814962148666382
no,no,0.004720640368759632
yes,yes,0.5663575530052185
no,no,0.007675083354115486
no,no,0.1806783676147461
no,no,0.3886684477329254
no,yes,0.5421286821365356
yes,yes,0.7189834713935852
no,no,0.28477251529693604
no,no,0.05113339051604271
no,no,0.21852517127990723
no,no,0.07192975282669067
yes,yes,0.7901704907417297
yes,no,0.4114743769168854
yes,yes,0.8124969601631165
no,no,0.10864774137735367
no,yes,0.7501962184906006
no,no,0.1139305979013443
no,no,0.010582519695162773
yes,yes,0.81950843334198
no,no,0.32907620072364807
no,no,0.20256079733371735
no,no,0.16461314260959625
no,no,0.015147969126701355
yes,no,0.20995454490184784
no,no,0.2971910834312439
no,no,0.0029302837792783976
yes,yes,0.7093117237091064
no,no,0.03268834948539734
no,yes,0.7468286752700806
yes,yes,0.7837038040161133
no,yes,0.7897732257843018
no,no,0.1855640858411789
yes,yes,0.5885924100875854
yes,no,0.3477587103843689
no,no,0.008837776258587837
yes,yes,0.6202203035354614
no,no,0.10865399241447449
no,no,0.002747605089098215
yes,no,0.4299488961696625
no,no,0.01494771707803011
yes,yes,0.6371620297431946
no,no,0.1347574144601822
no,no,0.1266985982656479
yes,no,0.34465235471725464
no,no,0.1985134780406952
no,yes,0.8232340216636658
no,no,0.006236957851797342
no,no,0.35584452748298645
yes,yes,0.7183350920677185
yes,no,0.4282776415348053
yes,yes,0.8085349202156067
no,no,0.49779602885246277
no,no,0.01741018518805504
no,no,0.01698213256895542
yes,yes,0.6779202222824097
no,no,0.07070005685091019
yes,yes,0.5785738229751587
no,no,0.10882311314344406
yes,yes,0.5614660978317261
no,no,0.031163526698946953
yes,yes,0.6036058664321899
no,no,0.009079433046281338
no,no,0.011345935054123402
no,no,0.3372475504875183
no,no,0.43189576268196106
yes,no,0.056895412504673004
yes,yes,0.7768982648849487
yes,no,0.3546570837497711
no,no,0.0024535367265343666
no,no,0.23791278898715973
yes,yes,0.8513734340667725
no,no,0.08770660310983658
no,no,0.0012627935502678156
yes,yes,0.7296614050865173
yes,yes,0.7022802233695984
no,no,0.034057293087244034
no,no,0.06776424497365952
no,yes,0.6558006405830383
no,no,0.2299502193927765
no,no,0.039926812052726746
no,no,0.10828926414251328
no,no,0.06867773085832596
no,no,0.02459399588406086
no,no,0.08555609732866287
no,yes,0.5771906971931458
no,no,0.004268585238605738
yes,yes,0.8370251059532166
no,no,0.06038908287882805
no,no,0.08141659945249557
no,no,0.01099835243076086
no,no,0.054062630981206894
yes,no,0.4904020130634308
yes,yes,0.6437913775444031
no,no,0.060951925814151764
no,no,0.44426262378692627
no,no,0.027320032939314842
yes,no,0.23657433688640594
no,no,0.21965010464191437
no,no,0.027617335319519043
no,no,0.33395665884017944
yes,no,0.25082677602767944
no,no,0.20285505056381226
no,yes,0.7174872159957886
no,no,0.0071519287303090096
no,no,0.08301468938589096
no,no,0.015007048845291138
no,no,0.07004226744174957
no,yes,0.7193300724029541
yes,yes,0.7337137460708618
no,no,0.01921100728213787
no,no,0.11834494769573212
no,no,0.45547613501548767
no,no,0.08413814008235931
no,no,0.41696885228157043
no,no,0.14768294990062714
yes,no,0.3498564064502716
no,no,0.1612778753042221
no,no,0.32742422819137573
no,no,0.1394510716199875
no,no,0.4286072552204132
no,no,0.23774732649326324
no,no,0.01537387166172266
yes,yes,0.6194745302200317
no,no,0.40444880723953247
no,no,0.09472056478261948
yes,yes,0.5150264501571655
no,no,0.4072006046772003
no,yes,0.5220440030097961
no,no,0.001535990391857922
yes,yes,0.6808289289474487
no,no,0.18848083913326263
no,no,0.14138762652873993
no,yes,0.5643521547317505
no,no,0.2701131999492645
no,no,0.114811971783638
no,no,0.23120513558387756
no,yes,0.6732210516929626
no,no,0.24494870007038116
no,yes,0.6832931041717529
no,no,0.2149924635887146
no,yes,0.5043340921401978
no,no,0.30131518840789795
yes,yes,0.7761151790618896
no,no,0.12637931108474731
no,no,0.0025473078712821007
no,no,0.2086990922689438
no,no,0.13050922751426697
no,no,0.46406373381614685
yes,no,0.41025352478027344
yes,yes,0.8180311322212219
no,no,0.19666485488414764
no,yes,0.7653536200523376
yes,no,0.16346900165081024
yes,no,0.2632604241371155
no,no,0.1310480386018753
no,no,0.013953584246337414
no,no,0.15779058635234833
no,no,0.26866427063941956
no,no,0.4718124270439148
no,no,0.22949254512786865
no,no,0.025939056649804115
no,no,0.4285859763622284
no,no,0.00365922087803483
no,no,0.04539286345243454
no,no,0.054694462567567825
no,no,0.15295536816120148
yes,no,0.05794854834675789
no,no,0.046157028526067734
no,no,0.015924368053674698
yes,yes,0.6452128887176514
yes,no,0.341289222240448
yes,no,0.06193320453166962
no,yes,0.7188790440559387
no,no,0.31463152170181274
no,no,0.03745486959815025
yes,no,0.14025552570819855
no,no,0.04673784226179123
no,yes,0.8145284056663513
no,no,0.10398596525192261
no,no,0.017667215317487717
yes,no,0.14998885989189148
no,no,0.028024623170495033
no,no,0.0999411940574646
no,no,0.13037167489528656
no,no,0.012095489539206028
yes,yes,0.530708372592926
no,yes,0.5503935813903809
no,no,0.022710241377353668
no,no,0.024300765246152878
no,no,0.0066864946857094765
yes,no,0.28103819489479065
yes,yes,0.8021475672721863
no,no,0.026003915816545486
no,no,0.0032852774020284414
no,yes,0.5198235511779785
no,no,0.3130200207233429
no,no,0.00435034092515707
yes,yes,0.6966661214828491
no,no,0.05703695863485336
yes,yes,0.6222211718559265
no,no,0.13951806724071503
yes,no,0.38189882040023804
no,no,0.4899614751338959
no,no,0.025964852422475815
no,no,0.28126657009124756
no,no,0.4208962023258209
no,no,0.033989787101745605
no,no,0.17109735310077667
no,no,0.007077614776790142
no,no,0.007551513612270355
no,yes,0.805676281452179
no,no,0.14188379049301147
no,no,0.22299864888191223
yes,no,0.14157110452651978
yes,yes,0.7588375210762024
no,no,0.3709399700164795
no,no,0.19612282514572144
yes,yes,0.573698878288269
yes,yes,0.6814410090446472
yes,no,0.24384048581123352
yes,no,0.4225858449935913
no,no,0.4639558792114258
no,no,0.008160430938005447
no,no,0.21389727294445038
yes,no,0.31404542922973633
no,no,0.11630955338478088
no,no,0.15796637535095215
no,no,0.24211838841438293
no,no,0.31008365750312805
yes,yes,0.7161024808883667
no,yes,0.6151955723762512
no,no,0.21461261808872223
yes,yes,0.7002499103546143
yes,yes,0.6182036995887756
no,no,0.01405351422727108
no,no,0.33899036049842834
yes,no,0.40286847949028015
no,no,0.014741538092494011
no,no,0.31626275181770325
no,no,0.001782286330126226
no,no,0.16167449951171875
no,no,0.0069172875955700874
yes,no,0.19530941545963287
yes,yes,0.588074803352356
no,no,0.4408816695213318
no,yes,0.7908604145050049
no,no,0.039195526391267776
no,no,0.006067374721169472
yes,no,0.07269645482301712
no,no,0.40209078788757324
yes,yes,0.5731737613677979
no,yes,0.6515455842018127
no,no,0.005201634019613266
no,no,0.06702656298875809
no,no,0.0012646267423406243
no,no,0.011539124883711338
no,no,0.053805239498615265
no,no,0.39271479845046997
no,no,0.07165735960006714
no,no,0.00997340027242899
no,no,0.3003656268119812
no,no,0.13348546624183655
yes,no,0.338401734828949
no,yes,0.5903936624526978
no,no,0.06902985274791718
yes,no,0.29111558198928833
no,no,0.49003487825393677
no,no,0.1268090009689331
no,no,0.39306414127349854
no,no,0.047593750059604645
yes,yes,0.8204373717308044
yes,no,0.07599787414073944
yes,yes,0.6410079598426819
no,no,0.263481467962265
no,no,0.3248803913593292
no,no,0.27363288402557373
yes,no,0.27392151951789856
yes,no,0.18144796788692474
yes,yes,0.5584592223167419
yes,yes,0.7471575140953064
no,no,0.0032785763032734394
no,no,0.20273686945438385
no,no,0.034223105758428574
yes,no,0.2367364913225174
no,yes,0.5631913542747498
yes,yes,0.7908183336257935
yes,yes,0.5348975658416748
no,no,0.16632123291492462
no,yes,0.7358752489089966
no,no,0.12476381659507751
no,yes,0.6983577609062195
no,yes,0.5196124911308289
no,no,0.09483367949724197
yes,no,0.09152282029390335
no,no,0.009042308665812016
no,no,0.002730147447437048
no,no,0.024270828813314438
no,no,0.026403341442346573
no,no,0.0640820860862732
yes,no,0.34859025478363037
no,no,0.013114111497998238
no,yes,0.5173360109329224
yes,yes,0.7574329972267151
no,no,0.21588359773159027
no,no,0.3367389738559723
no,no,0.011615232564508915
no,no,0.15902657806873322
yes,no,0.2435842752456665
no,no,0.07593993842601776
no,no,0.03398778289556503
no,no,0.006540680769830942
yes,yes,0.7421547770500183
yes,no,0.4744910001754761
yes,yes,0.8477256298065186
no,no,0.04874183237552643
no,no,0.0025454789865761995
yes,no,0.4649977684020996
no,yes,0.713775098323822
no,no,0.06842835247516632
no,no,0.02298182249069214
no,no,0.0875711739063263
no,no,0.037680186331272125
yes,no,0.29749858379364014
no,no,0.3292682468891144
no,yes,0.7629500031471252
no,no,0.01899602822959423
no,no,0.3714827597141266
yes,no,0.30892616510391235
yes,yes,0.6551242470741272
yes,yes,0.7806953191757202
no,yes,0.5384847521781921
no,no,0.03960075601935387
yes,yes,0.8492770791053772
no,no,0.23182092607021332
no,no,0.14550870656967163
yes,no,0.42452874779701233
no,no,0.033922549337148666
no,no,0.41196194291114807
no,yes,0.7424151301383972
no,no,0.3981418311595917
yes,yes,0.7885675430297852
no,no,0.05126805603504181
yes,yes,0.5254526734352112
no,no,0.026955800130963326
no,no,0.15012569725513458
no,no,0.0033236027229577303
yes,yes,0.8195173144340515
yes,yes,0.5386314988136292
no,no,0.08146674931049347
no,no,0.008685817942023277
no,no,0.02279656007885933
no,yes,0.6136197447776794
no,no,0.4265883266925812
yes,yes,0.5516788959503174
yes,yes,0.6433625221252441
no,no,0.30006614327430725
yes,no,0.013337095268070698
no,no,0.07251692563295364
yes,no,0.07680868357419968
no,no,0.4506916403770447
yes,yes,0.6798551678657532
no,no,0.0649758130311966
no,no,0.21078944206237793
no,yes,0.5297876000404358
yes,no,0.49067652225494385
no,no,0.21325257420539856
no,no,0.4251113831996918
no,no,0.015310409478843212
no,no,0.2503277659416199
no,yes,0.546423614025116
yes,yes,0.7567480206489563
no,yes,0.6303247213363647
yes,yes,0.6731224060058594
no,no,0.006128509063273668
no,yes,0.612877607345581
no,no,0.027931740507483482
no,no,0.014859089627861977
no,no,0.0038537010550498962
no,no,0.01655794307589531
no,no,0.1954369693994522
yes,yes,0.8189902305603027
no,no,0.007071006111800671
no,no,0.3719022274017334
yes,yes,0.6106895208358765
yes,yes,0.8534140586853027
yes,no,0.3433048725128174
no,no,0.44319969415664673
yes,no,0.0601019561290741
no,no,0.032832592725753784
yes,yes,0.6199434399604797
no,yes,0.572303295135498
yes,no,0.14710642397403717
yes,yes,0.653037965297699
no,no,0.044498227536678314
yes,no,0.041184745728969574
no,no,0.009793369099497795
no,no,0.011891932226717472
no,no,0.2705392837524414
no,no,0.20077301561832428
no,no,0.07485143095254898
no,no,0.0782584547996521
no,no,0.06707721948623657
no,no,0.2809204161167145
no,no,0.1197584792971611
no,no,0.1893683671951294
no,no,0.00249650701880455
no,yes,0.6911354660987854
no,no,0.004971954971551895
no,no,0.3822793662548065
no,no,0.16131465137004852
yes,yes,0.8290124535560608
no,yes,0.5647829174995422
no,no,0.00667514419183135
no,no,0.36248067021369934
no,yes,0.7487992644309998
no,no,0.03681701049208641
yes,yes,0.5000995397567749
no,no,0.19790352880954742
no,no,0.004227817989885807
no,no,0.417264848947525
no,yes,0.5226135849952698
no,yes,0.64143306016922
no,yes,0.8042744398117065
no,no,0.15615981817245483
yes,no,0.4280560612678528
no,no,0.01683693192899227
yes,no,0.1347331553697586
no,no,0.050286538898944855
no,no,0.3291723430156708
no,no,0.002378299133852124
no,no,0.05119439214468002
no,no,0.028669210150837898
no,no,0.05104794725775719
no,no,0.4011431336402893
no,no,0.05778400972485542
yes,yes,0.5077770352363586
yes,yes,0.8114335536956787
no,no,0.2474474161863327
yes,yes,0.6122950911521912
no,no,0.022580428048968315
no,no,0.0016549564898014069
no,no,0.04273021221160889
no,no,0.050061918795108795
yes,yes,0.7216862440109253
yes,yes,0.684463620185852
no,no,0.1593462973833084
yes,yes,0.6660475730895996
yes,no,0.23081587255001068
no,no,0.0982234850525856
no,no,0.22232291102409363
yes,no,0.1648784577846527
no,no,0.14573542773723602
no,no,0.08925408124923706
yes,yes,0.7957654595375061
no,no,0.03803181275725365
no,no,0.08272881805896759
no,no,0.14084292948246002
no,no,0.2586321234703064
no,no,0.05938442796468735
yes,yes,0.6069145798683167
no,yes,0.5801058411598206
no,no,0.2625483274459839
no,no,0.1263328641653061
no,no,0.1838260293006897
no,no,0.010066072456538677
no,no,0.04110410809516907
yes,yes,0.5607770681381226
no,no,0.09813296794891357
yes,no,0.47981786727905273
no,yes,0.6611412763595581
no,no,0.2727474272251129
no,no,0.0018641708884388208
no,no,0.028141455724835396
no,no,0.021965866908431053
no,no,0.03871343284845352
no,no,0.003214705502614379
no,no,0.03956238925457001
yes,no,0.0032373908907175064
no,no,0.0924273356795311
no,no,0.18957947194576263
no,no,0.12641337513923645
yes,yes,0.6342802047729492
no,no,0.015630114823579788
no,no,0.0015629824483767152
yes,yes,0.7066596746444702
no,yes,0.6965360641479492
no,no,0.002673429436981678
no,no,0.0020697549916803837
yes,yes,0.6234197020530701
no,no,0.03613226115703583
no,no,0.3488374948501587
yes,yes,0.7811301946640015
no,no,0.017781831324100494
no,no,0.01028886903077364
yes,no,0.22547432780265808
no,no,0.008488637395203114
no,no,0.011199296452105045
no,no,0.07550052553415298
yes,yes,0.7791749238967896
no,yes,0.6217930912971497
no,no,0.014285230077803135
no,no,0.009034126065671444
yes,no,0.2567253112792969
no,no,0.0017963681602850556
no,no,0.003137431340292096
no,no,0.15745598077774048
no,no,0.006706892512738705
no,yes,0.5122326612472534
no,no,0.34714236855506897
no,no,0.07209183275699615
no,no,0.48302021622657776
no,no,0.33941715955734253
yes,yes,0.7651574611663818
no,no,0.04246216639876366
yes,no,0.2502306401729584
no,no,0.0664367601275444
no,no,0.037421490997076035
yes,yes,0.6483826637268066
no,no,0.03315381333231926
yes,no,0.43952906131744385
no,no,0.010807850398123264
no,no,0.1945340782403946
no,no,0.04769563674926758
no,no,0.17346300184726715
no,no,0.15554194152355194
no,no,0.0022837624419480562
no,no,0.0038233520463109016
no,no,0.05828281491994858
no,no,0.2901836335659027
no,no,0.03130912408232689
no,no,0.02944408729672432
yes,no,0.3909861445426941
no,no,0.032227568328380585
no,yes,0.6378779411315918
no,no,0.21495182812213898
no,yes,0.5300420522689819
no,no,0.009706912562251091
yes,yes,0.8014992475509644
yes,no,0.4976179897785187
no,no,0.01412977185100317
no,no,0.17504911124706268
yes,yes,0.6821925640106201
yes,no,0.2503533661365509
no,no,0.01735938899219036
no,no,0.010487404651939869
no,no,0.039750244468450546
no,no,0.49592483043670654
no,no,0.43940675258636475
no,yes,0.5302545428276062
yes,yes,0.602649450302124
no,no,0.08503780514001846
no,no,0.03556877747178078
yes,no,0.12739938497543335
no,no,0.3575742840766907
no,no,0.004579623229801655
yes,yes,0.7895780801773071
yes,no,0.051548078656196594
yes,yes,0.5694183111190796
yes,yes,0.8204500675201416
no,no,0.12503960728645325
yes,yes,0.5205382108688354
yes,yes,0.6268086433410645
no,no,0.3733738958835602
no,no,0.23220011591911316
no,no,0.305618017911911
no,yes,0.5494280457496643
no,no,0.249311625957489
no,no,0.4828247129917145
no,no,0.16823959350585938
no,no,0.21256950497627258
no,no,0.008268289268016815
no,no,0.271817684173584
no,no,0.03459852561354637
no,no,0.0175104271620512
yes,yes,0.7273463010787964
no,no,0.016314029693603516
no,no,0.0036796049680560827
no,no,0.11146727204322815
no,no,0.0239609032869339
no,no,0.0027734756004065275
no,no,0.05331653729081154
no,no,0.1814715713262558
yes,yes,0.5797921419143677
no,no,0.009313167072832584
no,no,0.28912267088890076
no,no,0.21498742699623108
no,no,0.053533922880887985
yes,no,0.28178420662879944
no,no,0.3020990192890167
no,no,0.3314090073108673
yes,no,0.305618017911911
yes,no,0.32127973437309265
no,yes,0.5344948768615723
no,no,0.46759241819381714
no,no,0.03597792983055115
no,no,0.027434807270765305
yes,yes,0.8096392154693604
no,yes,0.6621820330619812
no,no,0.010532018728554249
yes,no,0.3922048807144165
no,no,0.02132572792470455
no,yes,0.6849042773246765
no,yes,0.5679893493652344
no,no,0.007982755079865456
no,no,0.022325823083519936
yes,yes,0.5829529762268066
no,no,0.046289488673210144
no,no,0.27389323711395264
no,no,0.13354575634002686
no,no,0.009750490076839924
no,no,0.24483153223991394
no,no,0.07304921001195908
no,no,0.02746586874127388
no,no,0.05425208806991577
no,no,0.102752186357975
no,no,0.013914399780333042
yes,no,0.08487369120121002
no,no,0.2640843093395233
no,yes,0.6704654693603516
yes,no,0.13839173316955566
no,no,0.013794955797493458
no,no,0.45286664366722107
yes,yes,0.7470052242279053
no,yes,0.5279653072357178
yes,yes,0.6164268851280212
no,no,0.09748329967260361
no,no,0.009634880349040031
no,no,0.026078730821609497
yes,no,0.40144291520118713
no,no,0.2727988362312317
no,no,0.022617602720856667
no,no,0.001834403839893639
no,no,0.23655655980110168
no,yes,0.6718207001686096
no,no,0.002363137435168028
no,no,0.01471796166151762
no,no,0.002418612828478217
no,no,0.07096071541309357
no,no,0.03296579420566559
no,no,0.1401403695344925
no,no,0.11178171634674072
no,no,0.11791291832923889
no,no,0.37476909160614014
yes,yes,0.7539259195327759
no,no,0.07133077085018158
no,no,0.011848184280097485
no,no,0.0756671279668808
no,no,0.163306325674057
no,no,0.008496684022247791
no,no,0.165396586060524
no,no,0.09278059005737305
no,no,0.07072631269693375
yes,yes,0.791759192943573
yes,yes,0.7607407569885254
yes,no,0.321085125207901
no,no,0.006830333732068539
no,no,0.07001189887523651
no,no,0.02292376197874546
no,no,0.09172318875789642
yes,yes,0.7325224280357361
no,no,0.14207595586776733
no,no,0.005664571654051542
no,no,0.0029114652425050735
no,no,0.09442062675952911
no,no,0.01833743043243885
no,no,0.12442310899496078
no,no,0.24207985401153564
no,no,0.045697469264268875
no,no,0.047681763768196106
no,yes,0.6807548403739929
yes,no,0.42398762702941895
yes,no,0.25817936658859253
no,no,0.003246338339522481
no,no,0.32447779178619385
yes,no,0.24656103551387787
no,no,0.15668559074401855
no,no,0.02066597156226635
yes,no,0.457962304353714
no,yes,0.6281048655509949
yes,no,0.40435370802879333
yes,no,0.033881500363349915
no,no,0.024236731231212616
no,no,0.01479770801961422
yes,no,0.002122043166309595
no,no,0.037086501717567444
no,no,0.08707714825868607
no,no,0.3558764159679413
no,no,0.03446842357516289
no,no,0.003262400161474943
no,no,0.05800854414701462
no,yes,0.7136024832725525
no,no,0.49608319997787476
no,yes,0.520007848739624
yes,yes,0.6037111878395081
yes,yes,0.5274599194526672
yes,yes,0.6369932889938354
no,no,0.03864416852593422
no,no,0.01817837357521057
no,no,0.1239185556769371
no,no,0.27324897050857544
no,no,0.04425794258713722
no,no,0.01109569612890482
no,no,0.005293738096952438
no,no,0.37044060230255127
yes,yes,0.655434250831604
no,no,0.3855295479297638
no,yes,0.6265420913696289
no,no,0.05962573364377022
yes,yes,0.7458500266075134
no,no,0.053912971168756485
no,no,0.045322973281145096
no,yes,0.6540582180023193
no,yes,0.7768566012382507
yes,no,0.32208165526390076
no,no,0.12901395559310913
no,no,0.16473394632339478
yes,yes,0.8231016993522644
no,no,0.4087255597114563
no,no,0.4307670295238495
yes,no,0.49869343638420105
no,no,0.2034662961959839
no,no,0.3607311546802521
no,yes,0.5660637021064758
no,no,0.042375579476356506
no,yes,0.6097584366798401
no,no,0.3376191258430481
no,no,0.15512168407440186
yes,yes,0.5827357172966003
no,no,0.021855100989341736
no,no,0.12408829480409622
no,no,0.06818495690822601
no,no,0.23966574668884277
no,no,0.0046300762332975864
no,no,0.4167381823062897
no,no,0.22999082505702972
no,no,0.023330867290496826
no,yes,0.7051023244857788
no,no,0.07768525928258896
no,no,0.3520725965499878
no,no,0.016004130244255066
no,yes,0.5997493863105774
no,no,0.12681324779987335
yes,yes,0.6874420642852783
yes,yes,0.625653862953186
no,no,0.07662960141897202
no,no,0.018687017261981964
no,no,0.2067636251449585
no,no,0.003272050991654396
no,no,0.07460329681634903
no,no,0.4718116819858551
no,no,0.010954011231660843
no,yes,0.6245012879371643
no,no,0.01788032054901123
no,no,0.028976168483495712
no,no,0.008164172060787678
no,no,0.358251690864563
no,no,0.25484809279441833
no,no,0.1885606348514557
yes,yes,0.6319247484207153
no,no,0.24597357213497162
yes,yes,0.5523834228515625
no,no,0.02680925652384758
no,no,0.013502778485417366
no,no,0.0745135098695755
no,yes,0.5329833626747131
yes,no,0.12564407289028168
no,no,0.27419042587280273
no,no,0.48037171363830566
no,no,0.028373707085847855
no,yes,0.6367350220680237
no,no,0.0637153759598732
yes,yes,0.6872372031211853
no,no,0.03409254923462868
yes,yes,0.6797536015510559
yes,no,0.020519398152828217
no,no,0.02660403959453106
no,no,0.07497403025627136
no,no,0.26599371433258057
no,no,0.1792682558298111
yes,yes,0.5401180982589722
no,no,0.11428994685411453
no,no,0.02468234859406948
no,no,0.015542328357696533
no,no,0.1246076375246048
no,yes,0.5932126641273499
no,no,0.019779343158006668
no,yes,0.7990187406539917
no,no,0.3408868610858917
no,yes,0.5496982932090759
